msc,nelem,uy_mass,uy_bar,k_mass,k_bar,m_shuttle
2.0,4429,-7.950520343819962e-08,-7.847340950488078e-08,12.577793109822206,12.743170028031003,1.2617648999999964e-12
1.0,12731,-7.984312819634624e-08,-7.880846174340905e-08,12.524559377744442,12.68899275379693,1.2617648999999985e-12
0.5,40916,-7.999525050085163e-08,-7.895937640925767e-08,12.500742153302639,12.66474034466607,1.2617648999999987e-12
