V_DC_MAX_V,S_mrad_V,L_um
9.074469329966589157e+02,5.103310805362681180e+01,9.999999999999998579e+01
9.074727247682264988e+02,5.103165761414871326e+01,9.999999999999998579e+01
9.074727247682264988e+02,5.103165761414871326e+01,9.999999999999998579e+01
9.074727247682264988e+02,5.103165761414871326e+01,9.999999999999998579e+01
8.167367691683215298e+02,5.103095050873859861e+01,8.999999999999998579e+01
8.167367691683215298e+02,5.103095050873859861e+01,8.999999999999998579e+01
9.075099706608492625e+02,5.102956318025673710e+01,9.999999999999998579e+01
8.167695365729927062e+02,5.102890323379602933e+01,8.999999999999998579e+01
8.167704994128504268e+02,5.102884307900106364e+01,8.999999999999998579e+01
8.167765475914602575e+02,5.102846521364963195e+01,8.999999999999998579e+01
8.167765475914602575e+02,5.102846521364963195e+01,8.999999999999998579e+01
9.982908052963505270e+02,5.102803797525074714e+01,1.099999999999999858e+02
9.982908052963505270e+02,5.102803797525074714e+01,1.099999999999999858e+02
9.075682272034255220e+02,5.102628760732353896e+01,9.999999999999998579e+01
9.075682272034255220e+02,5.102628760732353896e+01,9.999999999999998579e+01
8.168304570462167931e+02,5.102509741961966938e+01,8.999999999999998579e+01
8.168304570462167931e+02,5.102509741961966938e+01,8.999999999999998579e+01
8.168319757608576310e+02,5.102500254997107731e+01,8.999999999999998579e+01
8.168552475899457477e+02,5.102354887119253846e+01,8.999999999999998579e+01
9.076774896477045331e+02,5.102014527486510076e+01,9.999999999999998579e+01
1.089224579825636056e+03,5.101960228473439685e+01,1.199999999999999858e+02
9.984602251577628067e+02,5.101937947999567768e+01,1.099999999999999858e+02
9.984602251577628067e+02,5.101937947999567768e+01,1.099999999999999858e+02
9.077234599741876764e+02,5.101756143425843959e+01,9.999999999999998579e+01
9.077234599741876764e+02,5.101756143425843959e+01,9.999999999999998579e+01
9.077297628557209919e+02,5.101720719045263053e+01,9.999999999999998579e+01
9.077297628557209919e+02,5.101720719045263053e+01,9.999999999999998579e+01
9.985050842503653712e+02,5.101708737041634834e+01,1.099999999999999858e+02
9.077474834743587735e+02,5.101621125657338496e+01,9.999999999999998579e+01
9.077474834743587735e+02,5.101621125657338496e+01,9.999999999999998579e+01
9.077522979756704444e+02,5.101594067877748984e+01,9.999999999999998579e+01
9.077522979756704444e+02,5.101594067877748984e+01,9.999999999999998579e+01
9.077726667265343394e+02,5.101479597479612238e+01,9.999999999999998579e+01
9.077726667265343394e+02,5.101479597479612238e+01,9.999999999999998579e+01
9.077775278067822455e+02,5.101452279440834303e+01,9.999999999999998579e+01
9.077775278067822455e+02,5.101452279440834303e+01,9.999999999999998579e+01
9.077775278067822455e+02,5.101452279440834303e+01,9.999999999999998579e+01
8.170017236543011450e+02,5.101440111983324499e+01,8.999999999999998579e+01
8.170017236543011450e+02,5.101440111983324499e+01,8.999999999999998579e+01
8.170084952804666045e+02,5.101397829625744151e+01,8.999999999999998579e+01
8.170084952804666045e+02,5.101397829625744151e+01,8.999999999999998579e+01
9.078053045097947233e+02,5.101296187023005757e+01,9.999999999999998579e+01
9.078053045097947233e+02,5.101296187023005757e+01,9.999999999999998579e+01
9.985960900587058404e+02,5.101243799183220773e+01,1.099999999999999858e+02
9.985960900587058404e+02,5.101243799183220773e+01,1.099999999999999858e+02
9.985960900587058404e+02,5.101243799183220773e+01,1.099999999999999858e+02
9.078679362461292612e+02,5.100944260244899198e+01,9.999999999999998579e+01
9.078679362461292612e+02,5.100944260244899198e+01,9.999999999999998579e+01
9.986603033319786391e+02,5.100915792191238296e+01,1.099999999999999858e+02
9.986603033319786391e+02,5.100915792191238296e+01,1.099999999999999858e+02
9.078744982854152568e+02,5.100907391055716289e+01,9.999999999999998579e+01
9.986652883554065738e+02,5.100890330021856300e+01,1.099999999999999858e+02
9.986652883554065738e+02,5.100890330021856300e+01,1.099999999999999858e+02
9.986652883554065738e+02,5.100890330021856300e+01,1.099999999999999858e+02
9.078845494522871604e+02,5.100850919039073972e+01,9.999999999999998579e+01
9.078845494522871604e+02,5.100850919039073972e+01,9.999999999999998579e+01
9.986924401913562406e+02,5.100751650152194827e+01,1.099999999999999858e+02
8.171129515675784205e+02,5.100745688357709184e+01,8.999999999999998579e+01
9.987012718032859766e+02,5.100706543712065155e+01,1.099999999999999858e+02
9.987012718032859766e+02,5.100706543712065155e+01,1.099999999999999858e+02
8.171361818298470325e+02,5.100600679896768952e+01,8.999999999999998579e+01
8.171361818298470325e+02,5.100600679896768952e+01,8.999999999999998579e+01
8.171361818298470325e+02,5.100600679896768952e+01,8.999999999999998579e+01
9.987279545435446835e+02,5.100570269537278989e+01,1.099999999999999858e+02
9.987279545435446835e+02,5.100570269537278989e+01,1.099999999999999858e+02
9.987279545435446835e+02,5.100570269537278989e+01,1.099999999999999858e+02
8.171648521083695869e+02,5.100421725011781149e+01,8.999999999999998579e+01
9.079622829194767064e+02,5.100414219371022995e+01,9.999999999999998579e+01
9.079622829194767064e+02,5.100414219371022995e+01,9.999999999999998579e+01
9.079799722907688420e+02,5.100314852508731178e+01,9.999999999999998579e+01
9.079799722907688420e+02,5.100314852508731178e+01,9.999999999999998579e+01
9.079799722907688420e+02,5.100314852508731178e+01,9.999999999999998579e+01
9.079799722907688420e+02,5.100314852508731178e+01,9.999999999999998579e+01
9.079799722907688420e+02,5.100314852508731178e+01,9.999999999999998579e+01
9.079965809118403968e+02,5.100221560090552941e+01,9.999999999999998579e+01
9.079965809118403968e+02,5.100221560090552941e+01,9.999999999999998579e+01
9.079965809118403968e+02,5.100221560090552941e+01,9.999999999999998579e+01
9.080105949135854644e+02,5.100142844584100033e+01,9.999999999999998579e+01
9.080105949135854644e+02,5.100142844584100033e+01,9.999999999999998579e+01
9.080105949135854644e+02,5.100142844584100033e+01,9.999999999999998579e+01
9.080129794364858071e+02,5.100129451155059712e+01,9.999999999999998579e+01
8.172172917782952482e+02,5.100094438212502723e+01,8.999999999999998579e+01
8.172172917782952482e+02,5.100094438212502723e+01,8.999999999999998579e+01
9.080599669738934381e+02,5.099865545100298903e+01,9.999999999999998579e+01
9.988699990425698161e+02,5.099844941967751311e+01,1.099999999999999858e+02
9.988699990425698161e+02,5.099844941967751311e+01,1.099999999999999858e+02
9.988699990425698161e+02,5.099844941967751311e+01,1.099999999999999858e+02
8.172610147699001573e+02,5.099821586109837313e+01,8.999999999999998579e+01
8.172610147699001573e+02,5.099821586109837313e+01,8.999999999999998579e+01
8.172635467821386328e+02,5.099805786052780121e+01,8.999999999999998579e+01
8.172635467821386328e+02,5.099805786052780121e+01,8.999999999999998579e+01
8.172853433767963907e+02,5.099669776762446816e+01,8.999999999999998579e+01
8.173054903483561020e+02,5.099544067461373231e+01,8.999999999999998579e+01
8.173054903483561020e+02,5.099544067461373231e+01,8.999999999999998579e+01
9.989344938351094925e+02,5.099515677693120352e+01,1.099999999999999858e+02
9.989352016006325812e+02,5.099512064584506987e+01,1.099999999999999858e+02
9.989352016006325812e+02,5.099512064584506987e+01,1.099999999999999858e+02
9.989352016006325812e+02,5.099512064584506987e+01,1.099999999999999858e+02
8.173141858632774301e+02,5.099489812730086413e+01,8.999999999999998579e+01
8.173141858632774301e+02,5.099489812730086413e+01,8.999999999999998579e+01
8.173183012032303623e+02,5.099464135910987750e+01,8.999999999999998579e+01
8.173183012032303623e+02,5.099464135910987750e+01,8.999999999999998579e+01
8.173288106969372393e+02,5.099398565255036431e+01,8.999999999999998579e+01
9.081471374161724270e+02,5.099376023615493381e+01,9.999999999999998579e+01
9.081471374161724270e+02,5.099376023615493381e+01,9.999999999999998579e+01
8.173338006750479963e+02,5.099367432458133464e+01,8.999999999999998579e+01
8.173338006750479963e+02,5.099367432458133464e+01,8.999999999999998579e+01
8.173338006750479963e+02,5.099367432458133464e+01,8.999999999999998579e+01
9.081883473541964804e+02,5.099144634421273281e+01,9.999999999999998579e+01
9.082099432933704293e+02,5.099023384022973460e+01,9.999999999999998579e+01
9.082099432933704293e+02,5.099023384022973460e+01,9.999999999999998579e+01
8.173911031002502341e+02,5.099009946158406592e+01,8.999999999999998579e+01
8.173911031002502341e+02,5.099009946158406592e+01,8.999999999999998579e+01
8.173911031002502341e+02,5.099009946158406592e+01,8.999999999999998579e+01
8.174012730851725337e+02,5.098946505035938515e+01,8.999999999999998579e+01
9.082454258606924213e+02,5.098824179672091361e+01,9.999999999999998579e+01
9.082454258606924213e+02,5.098824179672091361e+01,9.999999999999998579e+01
1.089931914715330322e+03,5.098649201035203760e+01,1.199999999999999858e+02
8.174702704535123985e+02,5.098516136002508148e+01,8.999999999999998579e+01
8.174702704535123985e+02,5.098516136002508148e+01,8.999999999999998579e+01
9.083047951814087355e+02,5.098490906381446308e+01,9.999999999999998579e+01
9.083047951814087355e+02,5.098490906381446308e+01,9.999999999999998579e+01
8.174827306506792866e+02,5.098438423637548311e+01,8.999999999999998579e+01
8.174827306506792866e+02,5.098438423637548311e+01,8.999999999999998579e+01
8.174827306506792866e+02,5.098438423637548311e+01,8.999999999999998579e+01
8.174904877283778433e+02,5.098390045113776381e+01,8.999999999999998579e+01
8.174904877283778433e+02,5.098390045113776381e+01,8.999999999999998579e+01
9.083332106623246318e+02,5.098331409767924072e+01,9.999999999999998579e+01
9.083332106623246318e+02,5.098331409767924072e+01,9.999999999999998579e+01
9.083332106623246318e+02,5.098331409767924072e+01,9.999999999999998579e+01
9.991832771180486361e+02,5.098245966439189658e+01,1.099999999999999858e+02
9.083503580917418958e+02,5.098235165761175125e+01,9.999999999999998579e+01
9.083665085385248403e+02,5.098144520878346952e+01,9.999999999999998579e+01
9.083665085385248403e+02,5.098144520878346952e+01,9.999999999999998579e+01
8.175333871293034917e+02,5.098122511234348764e+01,8.999999999999998579e+01
8.175333871293034917e+02,5.098122511234348764e+01,8.999999999999998579e+01
8.175333871293034917e+02,5.098122511234348764e+01,8.999999999999998579e+01
8.175685272474534031e+02,5.097903387550624643e+01,8.999999999999998579e+01
8.175685272474534031e+02,5.097903387550624643e+01,8.999999999999998579e+01
8.175814955659500356e+02,5.097822525599670485e+01,8.999999999999998579e+01
8.175814955659500356e+02,5.097822525599670485e+01,8.999999999999998579e+01
8.175846155317755120e+02,5.097803071916514739e+01,8.999999999999998579e+01
8.175846155317755120e+02,5.097803071916514739e+01,8.999999999999998579e+01
8.175939890979179836e+02,5.097744626532970358e+01,8.999999999999998579e+01
8.175939890979179836e+02,5.097744626532970358e+01,8.999999999999998579e+01
1.090141844689787376e+03,5.097667347800459225e+01,1.199999999999999858e+02
1.090141844689787376e+03,5.097667347800459225e+01,1.199999999999999858e+02
1.090141844689787376e+03,5.097667347800459225e+01,1.199999999999999858e+02
8.176099590158804631e+02,5.097645055138833925e+01,8.999999999999998579e+01
8.176099590158804631e+02,5.097645055138833925e+01,8.999999999999998579e+01
9.084574929599850748e+02,5.097633928216227162e+01,9.999999999999998579e+01
9.993231459081312096e+02,5.097532397962577022e+01,1.099999999999999858e+02
9.085102533323691887e+02,5.097337890760024948e+01,9.999999999999998579e+01
9.993918284280350690e+02,5.097182073534835922e+01,1.099999999999999858e+02
9.993918284280350690e+02,5.097182073534835922e+01,1.099999999999999858e+02
8.176897134611423326e+02,5.097147849601302738e+01,8.999999999999998579e+01
8.176897134611423326e+02,5.097147849601302738e+01,8.999999999999998579e+01
1.090260549896495377e+03,5.097112324823331164e+01,1.199999999999999858e+02
1.090260549896495377e+03,5.097112324823331164e+01,1.199999999999999858e+02
1.090260549896495377e+03,5.097112324823331164e+01,1.199999999999999858e+02
8.176991569019962753e+02,5.097088983679974206e+01,8.999999999999998579e+01
8.176991569019962753e+02,5.097088983679974206e+01,8.999999999999998579e+01
9.994169375196025840e+02,5.097054013256271077e+01,1.099999999999999858e+02
9.994169375196025840e+02,5.097054013256271077e+01,1.099999999999999858e+02
8.177143098444029192e+02,5.096994530281175173e+01,8.999999999999998579e+01
8.177143098444029192e+02,5.096994530281175173e+01,8.999999999999998579e+01
9.085792464901519452e+02,5.096950823326196200e+01,9.999999999999998579e+01
9.085792464901519452e+02,5.096950823326196200e+01,9.999999999999998579e+01
9.085792464901519452e+02,5.096950823326196200e+01,9.999999999999998579e+01
9.994446244286579031e+02,5.096912813166275669e+01,1.099999999999999858e+02
9.994446244286579031e+02,5.096912813166275669e+01,1.099999999999999858e+02
9.994446244286579031e+02,5.096912813166275669e+01,1.099999999999999858e+02
9.085955503049939352e+02,5.096859363773643281e+01,9.999999999999998579e+01
9.086489220643987892e+02,5.096559987034092387e+01,9.999999999999998579e+01
9.086489220643987892e+02,5.096559987034092387e+01,9.999999999999998579e+01
9.086489220643987892e+02,5.096559987034092387e+01,9.999999999999998579e+01
9.086544522325390290e+02,5.096528968825140282e+01,9.999999999999998579e+01
9.086544522325390290e+02,5.096528968825140282e+01,9.999999999999998579e+01
9.086566848055284709e+02,5.096516446633749098e+01,9.999999999999998579e+01
9.086648913583850344e+02,5.096470417748952286e+01,9.999999999999998579e+01
9.086648913583850344e+02,5.096470417748952286e+01,9.999999999999998579e+01
9.086648913583850344e+02,5.096470417748952286e+01,9.999999999999998579e+01
9.086757628349693050e+02,5.096409443129538630e+01,9.999999999999998579e+01
9.086757628349693050e+02,5.096409443129538630e+01,9.999999999999998579e+01
8.178211501846628835e+02,5.096328657761497993e+01,8.999999999999998579e+01
8.178211501846628835e+02,5.096328657761497993e+01,8.999999999999998579e+01
8.178215406432384498e+02,5.096326224583683739e+01,8.999999999999998579e+01
9.086922252355141154e+02,5.096317113591260295e+01,9.999999999999998579e+01
9.086922252355141154e+02,5.096317113591260295e+01,9.999999999999998579e+01
9.086922252355141154e+02,5.096317113591260295e+01,9.999999999999998579e+01
8.178739276002978613e+02,5.095999791604127438e+01,8.999999999999998579e+01
8.178739276002978613e+02,5.095999791604127438e+01,8.999999999999998579e+01
8.178918852339241994e+02,5.095887903836478472e+01,8.999999999999998579e+01
8.178918852339241994e+02,5.095887903836478472e+01,8.999999999999998579e+01
8.178918852339241994e+02,5.095887903836478472e+01,8.999999999999998579e+01
9.087703655002496816e+02,5.095878908755858561e+01,9.999999999999998579e+01
9.087797601227058522e+02,5.095826229481372849e+01,9.999999999999998579e+01
9.087797601227058522e+02,5.095826229481372849e+01,9.999999999999998579e+01
9.087797601227058522e+02,5.095826229481372849e+01,9.999999999999998579e+01
9.996684910123220789e+02,5.095771406320930197e+01,1.099999999999999858e+02
9.088267082716546383e+02,5.095562989408583121e+01,9.999999999999998579e+01
9.088267082716546383e+02,5.095562989408583121e+01,9.999999999999998579e+01
9.088267082716546383e+02,5.095562989408583121e+01,9.999999999999998579e+01
9.088324637037677576e+02,5.095530720351264620e+01,9.999999999999998579e+01
9.088324637037677576e+02,5.095530720351264620e+01,9.999999999999998579e+01
8.179703713199278354e+02,5.095398941998361408e+01,8.999999999999998579e+01
8.179703713199278354e+02,5.095398941998361408e+01,8.999999999999998579e+01
9.088743840196159454e+02,5.095295697491157227e+01,9.999999999999998579e+01
9.088743840196159454e+02,5.095295697491157227e+01,9.999999999999998579e+01
9.088743840196159454e+02,5.095295697491157227e+01,9.999999999999998579e+01
9.088957072411960780e+02,5.095176158892494556e+01,9.999999999999998579e+01
9.088957072411960780e+02,5.095176158892494556e+01,9.999999999999998579e+01
8.180142660031560808e+02,5.095125522656211103e+01,8.999999999999998579e+01
8.180343937839575119e+02,5.095000156815294190e+01,8.999999999999998579e+01
8.180343937839575119e+02,5.095000156815294190e+01,8.999999999999998579e+01
9.089342707509250658e+02,5.094959984982347834e+01,9.999999999999998579e+01
9.089342707509250658e+02,5.094959984982347834e+01,9.999999999999998579e+01
9.089342707509250658e+02,5.094959984982347834e+01,9.999999999999998579e+01
8.180594465251482461e+02,5.094844124486790804e+01,8.999999999999998579e+01
9.089590100197356151e+02,5.094821314719709449e+01,9.999999999999998579e+01
9.089590100197356151e+02,5.094821314719709449e+01,9.999999999999998579e+01
8.180753906962448809e+02,5.094744826711358598e+01,8.999999999999998579e+01
9.089919815117477810e+02,5.094636512363144476e+01,9.999999999999998579e+01
9.089919815117477810e+02,5.094636512363144476e+01,9.999999999999998579e+01
9.089919815117477810e+02,5.094636512363144476e+01,9.999999999999998579e+01
9.999090130983502149e+02,5.094545649224519224e+01,1.099999999999999858e+02
8.181085855006648444e+02,5.094538107137589122e+01,8.999999999999998579e+01
8.181085855006648444e+02,5.094538107137589122e+01,8.999999999999998579e+01
8.181085855006648444e+02,5.094538107137589122e+01,8.999999999999998579e+01
8.181354938429748245e+02,5.094370548614178773e+01,8.999999999999998579e+01
8.181354938429748245e+02,5.094370548614178773e+01,8.999999999999998579e+01
8.181354938429748245e+02,5.094370548614178773e+01,8.999999999999998579e+01
9.090631584911116079e+02,5.094237617264911222e+01,9.999999999999998579e+01
9.090631584911116079e+02,5.094237617264911222e+01,9.999999999999998579e+01
9.090631584911116079e+02,5.094237617264911222e+01,9.999999999999998579e+01
8.182220787967669366e+02,5.093831458005428203e+01,8.999999999999998579e+01
8.182220787967669366e+02,5.093831458005428203e+01,8.999999999999998579e+01
8.182220787967669366e+02,5.093831458005428203e+01,8.999999999999998579e+01
9.091380252436485989e+02,5.093818111077218447e+01,9.999999999999998579e+01
9.091380252436485989e+02,5.093818111077218447e+01,9.999999999999998579e+01
9.091380252436485989e+02,5.093818111077218447e+01,9.999999999999998579e+01
8.182354668630564447e+02,5.093748112127634187e+01,8.999999999999998579e+01
1.000075415517316515e+03,5.093697968433239254e+01,1.099999999999999858e+02
1.000075415517316515e+03,5.093697968433239254e+01,1.099999999999999858e+02
1.000075415517316515e+03,5.093697968433239254e+01,1.099999999999999858e+02
1.090994402633447407e+03,5.093683773933340575e+01,1.199999999999999858e+02
1.090994402633447407e+03,5.093683773933340575e+01,1.199999999999999858e+02
8.182918007065171651e+02,5.093397442099498562e+01,8.999999999999998579e+01
8.182918007065171651e+02,5.093397442099498562e+01,8.999999999999998579e+01
8.182918007065171651e+02,5.093397442099498562e+01,8.999999999999998579e+01
1.000141252553577601e+03,5.093362661818304105e+01,1.099999999999999858e+02
1.000141252553577601e+03,5.093362661818304105e+01,1.099999999999999858e+02
8.183110406568387134e+02,5.093277687252155062e+01,8.999999999999998579e+01
8.183110406568387134e+02,5.093277687252155062e+01,8.999999999999998579e+01
8.183110406568387134e+02,5.093277687252155062e+01,8.999999999999998579e+01
1.000191020232750020e+03,5.093109225390927008e+01,1.099999999999999858e+02
1.000231275335826126e+03,5.092904249160027774e+01,1.099999999999999858e+02
1.000231275335826126e+03,5.092904249160027774e+01,1.099999999999999858e+02
1.000231275335826126e+03,5.092904249160027774e+01,1.099999999999999858e+02
8.183954828756531015e+02,5.092752161784396492e+01,8.999999999999998579e+01
8.183954828756531015e+02,5.092752161784396492e+01,8.999999999999998579e+01
8.183954828756531015e+02,5.092752161784396492e+01,8.999999999999998579e+01
9.093360707641516001e+02,5.092708721609903222e+01,9.999999999999998579e+01
9.093360707641516001e+02,5.092708721609903222e+01,9.999999999999998579e+01
9.093360707641516001e+02,5.092708721609903222e+01,9.999999999999998579e+01
1.000282489996969161e+03,5.092643491456116323e+01,1.099999999999999858e+02
1.000282489996969161e+03,5.092643491456116323e+01,1.099999999999999858e+02
1.000282489996969161e+03,5.092643491456116323e+01,1.099999999999999858e+02
1.000285160740782430e+03,5.092629894187425066e+01,1.099999999999999858e+02
1.000285160740782430e+03,5.092629894187425066e+01,1.099999999999999858e+02
9.093669227534292077e+02,5.092535941854073656e+01,9.999999999999998579e+01
9.094218697417273916e+02,5.092228252406397360e+01,9.999999999999998579e+01
9.094218697417273916e+02,5.092228252406397360e+01,9.999999999999998579e+01
9.094413988202984456e+02,5.092118903386469242e+01,9.999999999999998579e+01
9.094413988202984456e+02,5.092118903386469242e+01,9.999999999999998579e+01
8.185009789127107069e+02,5.092095760405990745e+01,8.999999999999998579e+01
8.185009789127107069e+02,5.092095760405990745e+01,8.999999999999998579e+01
8.185009789127107069e+02,5.092095760405990745e+01,8.999999999999998579e+01
1.000421076657145477e+03,5.091938016062386652e+01,1.099999999999999858e+02
8.185282545980504665e+02,5.091926077318203880e+01,8.999999999999998579e+01
8.185282545980504665e+02,5.091926077318203880e+01,8.999999999999998579e+01
8.185759164033922843e+02,5.091629598537618051e+01,8.999999999999998579e+01
8.185759164033922843e+02,5.091629598537618051e+01,8.999999999999998579e+01
8.185759164033922843e+02,5.091629598537618051e+01,8.999999999999998579e+01
9.095620905175529742e+02,5.091443219472771631e+01,9.999999999999998579e+01
9.095620905175529742e+02,5.091443219472771631e+01,9.999999999999998579e+01
8.186096172853801818e+02,5.091419984083300676e+01,8.999999999999998579e+01
8.186096172853801818e+02,5.091419984083300676e+01,8.999999999999998579e+01
8.186096172853801818e+02,5.091419984083300676e+01,8.999999999999998579e+01
9.095772504865773271e+02,5.091358360136794659e+01,9.999999999999998579e+01
9.096267348501851302e+02,5.091081386496180983e+01,9.999999999999998579e+01
9.096267348501851302e+02,5.091081386496180983e+01,9.999999999999998579e+01
9.096267348501851302e+02,5.091081386496180983e+01,9.999999999999998579e+01
9.096383402025355736e+02,5.091016433436571020e+01,9.999999999999998579e+01
9.096383402025355736e+02,5.091016433436571020e+01,9.999999999999998579e+01
9.096383402025355736e+02,5.091016433436571020e+01,9.999999999999998579e+01
9.096431498837915797e+02,5.090989515005627197e+01,9.999999999999998579e+01
9.096431498837915797e+02,5.090989515005627197e+01,9.999999999999998579e+01
8.186945547316238390e+02,5.090891762405628640e+01,8.999999999999998579e+01
8.186945547316238390e+02,5.090891762405628640e+01,8.999999999999998579e+01
9.096794117675203779e+02,5.090786576621543702e+01,9.999999999999998579e+01
9.096794117675203779e+02,5.090786576621543702e+01,9.999999999999998579e+01
8.187118091886156890e+02,5.090784471205014228e+01,8.999999999999998579e+01
9.096944786103967999e+02,5.090702260311759630e+01,9.999999999999998579e+01
9.096944786103967999e+02,5.090702260311759630e+01,9.999999999999998579e+01
9.096944786103967999e+02,5.090702260311759630e+01,9.999999999999998579e+01
8.187568812925894690e+02,5.090504226394574516e+01,8.999999999999998579e+01
8.187568812925894690e+02,5.090504226394574516e+01,8.999999999999998579e+01
9.097331867431436194e+02,5.090485656606697518e+01,9.999999999999998579e+01
9.097331867431436194e+02,5.090485656606697518e+01,9.999999999999998579e+01
9.097392537919698725e+02,5.090451708170483869e+01,9.999999999999998579e+01
1.000735321181111544e+03,5.090339078157373365e+01,1.099999999999999858e+02
1.000735321181111544e+03,5.090339078157373365e+01,1.099999999999999858e+02
8.187835442837807705e+02,5.090338458444918501e+01,8.999999999999998579e+01
8.187835442837807705e+02,5.090338458444918501e+01,8.999999999999998579e+01
8.187876851287574027e+02,5.090312715138298927e+01,8.999999999999998579e+01
9.097917983834801134e+02,5.090157711559299969e+01,9.999999999999998579e+01
9.097917983834801134e+02,5.090157711559299969e+01,9.999999999999998579e+01
9.097917983834801134e+02,5.090157711559299969e+01,9.999999999999998579e+01
8.188145322867657114e+02,5.090145814791045353e+01,8.999999999999998579e+01
8.188145322867657114e+02,5.090145814791045353e+01,8.999999999999998579e+01
8.188145322867657114e+02,5.090145814791045353e+01,8.999999999999998579e+01
9.098004832899475787e+02,5.090109121187628460e+01,9.999999999999998579e+01
9.098004832899475787e+02,5.090109121187628460e+01,9.999999999999998579e+01
9.098004832899475787e+02,5.090109121187628460e+01,9.999999999999998579e+01
8.188280962683139705e+02,5.090061495940452829e+01,8.999999999999998579e+01
9.098333150869801784e+02,5.089925442016103574e+01,9.999999999999998579e+01
9.098333150869801784e+02,5.089925442016103574e+01,9.999999999999998579e+01
9.098333150869801784e+02,5.089925442016103574e+01,9.999999999999998579e+01
8.188503424225322078e+02,5.089923211461406538e+01,8.999999999999998579e+01
8.188503424225322078e+02,5.089923211461406538e+01,8.999999999999998579e+01
1.000834462471346114e+03,5.089834836144469676e+01,1.099999999999999858e+02
8.188874835534129488e+02,5.089692354954295439e+01,8.999999999999998579e+01
8.188874835534129488e+02,5.089692354954295439e+01,8.999999999999998579e+01
1.091874442225901475e+03,5.089578317097696214e+01,1.199999999999999858e+02
1.091874442225901475e+03,5.089578317097696214e+01,1.199999999999999858e+02
1.000892671244674489e+03,5.089538827340761173e+01,1.099999999999999858e+02
1.000892671244674489e+03,5.089538827340761173e+01,1.099999999999999858e+02
1.000892671244674489e+03,5.089538827340761173e+01,1.099999999999999858e+02
9.099310665745633742e+02,5.089378644789454853e+01,9.999999999999998579e+01
8.189443503985630741e+02,5.089338930760246171e+01,8.999999999999998579e+01
8.189443503985630741e+02,5.089338930760246171e+01,8.999999999999998579e+01
9.099471057820243232e+02,5.089288936718060086e+01,9.999999999999998579e+01
9.099471057820243232e+02,5.089288936718060086e+01,9.999999999999998579e+01
8.189595323952798935e+02,5.089244583818937429e+01,8.999999999999998579e+01
8.189595323952798935e+02,5.089244583818937429e+01,8.999999999999998579e+01
8.189595323952798935e+02,5.089244583818937429e+01,8.999999999999998579e+01
8.189758473994712631e+02,5.089143199819665853e+01,8.999999999999998579e+01
8.189758473994712631e+02,5.089143199819665853e+01,8.999999999999998579e+01
8.189758473994712631e+02,5.089143199819665853e+01,8.999999999999998579e+01
8.189884632198653662e+02,5.089064805899052146e+01,8.999999999999998579e+01
8.189884632198653662e+02,5.089064805899052146e+01,8.999999999999998579e+01
8.189884632198653662e+02,5.089064805899052146e+01,8.999999999999998579e+01
8.189936800911555110e+02,5.089032389292276548e+01,8.999999999999998579e+01
9.100429071238871757e+02,5.088753180980117463e+01,9.999999999999998579e+01
1.001050687325380750e+03,5.088735442468964720e+01,1.099999999999999858e+02
1.001085822005995283e+03,5.088556845299198983e+01,1.099999999999999858e+02
1.001085822005995283e+03,5.088556845299198983e+01,1.099999999999999858e+02
8.190717519225891010e+02,5.088547315697778828e+01,8.999999999999998579e+01
8.190730002498061140e+02,5.088539560379135196e+01,8.999999999999998579e+01
8.190742617626575566e+02,5.088531723167846366e+01,8.999999999999998579e+01
8.190742617626575566e+02,5.088531723167846366e+01,8.999999999999998579e+01
8.190742617626575566e+02,5.088531723167846366e+01,8.999999999999998579e+01
8.190933124161568912e+02,5.088413372971099591e+01,8.999999999999998579e+01
8.190933124161568912e+02,5.088413372971099591e+01,8.999999999999998579e+01
8.190933124161568912e+02,5.088413372971099591e+01,8.999999999999998579e+01
8.190990212518991029e+02,5.088377908496864421e+01,8.999999999999998579e+01
8.190990212518991029e+02,5.088377908496864421e+01,8.999999999999998579e+01
8.190990212518991029e+02,5.088377908496864421e+01,8.999999999999998579e+01
9.101188392750266303e+02,5.088328621066648338e+01,9.999999999999998579e+01
9.101218952126951081e+02,5.088311535866100144e+01,9.999999999999998579e+01
9.101218952126951081e+02,5.088311535866100144e+01,9.999999999999998579e+01
9.101218952126951081e+02,5.088311535866100144e+01,9.999999999999998579e+01
9.101329984441185843e+02,5.088249460652220790e+01,9.999999999999998579e+01
9.101329984441185843e+02,5.088249460652220790e+01,9.999999999999998579e+01
9.101329984441185843e+02,5.088249460652220790e+01,9.999999999999998579e+01
1.001178368141483020e+03,5.088086473299335921e+01,1.099999999999999858e+02
9.101745055261081916e+02,5.088017419009365483e+01,9.999999999999998579e+01
9.101745055261081916e+02,5.088017419009365483e+01,9.999999999999998579e+01
9.101763794470838320e+02,5.088006943520459657e+01,9.999999999999998579e+01
9.101763794470838320e+02,5.088006943520459657e+01,9.999999999999998579e+01
8.191593339090873087e+02,5.088003263931716447e+01,8.999999999999998579e+01
1.001202325686490553e+03,5.087964721623816899e+01,1.099999999999999858e+02
1.001202325686490553e+03,5.087964721623816899e+01,1.099999999999999858e+02
1.001202325686490553e+03,5.087964721623816899e+01,1.099999999999999858e+02
8.191661622252737516e+02,5.087960851907580917e+01,8.999999999999998579e+01
8.191694091035118390e+02,5.087940685151861686e+01,8.999999999999998579e+01
8.191694091035118390e+02,5.087940685151861686e+01,8.999999999999998579e+01
