t_s,uy_mass_m
7.439999999999999240e-05,-1.535386736408765119e-12
7.459999999999999726e-05,-1.520585392551060926e-12
7.480000000000000212e-05,-1.516525294000500128e-12
7.499999999999999343e-05,-1.529706964456453214e-12
7.519999999999999829e-05,-1.542888634912400848e-12
7.540000000000000315e-05,-1.556070305368354136e-12
7.559999999999999446e-05,-1.569251975824303587e-12
7.579999999999999932e-05,-1.582433646280256471e-12
7.599999999999999063e-05,-1.595615316736208548e-12
7.619999999999999549e-05,-1.608796987192160624e-12
7.640000000000000035e-05,-1.621978657648116134e-12
7.659999999999999166e-05,-1.635160328104064373e-12
7.679999999999999652e-05,-1.648341998560015844e-12
7.700000000000000139e-05,-1.661523669015972363e-12
7.719999999999999269e-05,-1.673385475889751307e-12
7.739999999999999756e-05,-1.665735827967328635e-12
7.760000000000000242e-05,-1.658086180044908387e-12
7.779999999999999373e-05,-1.650436532122482080e-12
7.799999999999999859e-05,-1.642786884200060014e-12
7.819999999999998990e-05,-1.635137236277636130e-12
7.839999999999999476e-05,-1.627487588355214872e-12
7.859999999999999962e-05,-1.619837940432792402e-12
7.879999999999999093e-05,-1.612188292510371144e-12
7.899999999999999579e-05,-1.604538644587944029e-12
7.920000000000000065e-05,-1.596888996665520146e-12
7.939999999999999196e-05,-1.589239348743094445e-12
7.959999999999999682e-05,-1.581589700820674196e-12
7.980000000000000168e-05,-1.580374900404110103e-12
7.999999999999999299e-05,-1.581387392600574276e-12
8.019999999999999785e-05,-1.582399884797038854e-12
8.040000000000000271e-05,-1.583412376993502220e-12
8.059999999999999402e-05,-1.584424869189966191e-12
8.079999999999999888e-05,-1.585437361386430163e-12
8.099999999999999019e-05,-1.586449853582896558e-12
8.119999999999999505e-05,-1.587462345779359722e-12
8.139999999999999992e-05,-1.588474837975824299e-12
8.159999999999999123e-05,-1.589487330172287261e-12
8.179999999999999609e-05,-1.590499822368745780e-12
8.200000000000000095e-05,-1.591512314565215608e-12
8.219999999999999226e-05,-1.592524806761676551e-12
8.239999999999999712e-05,-1.593537298958141532e-12
8.260000000000000198e-05,-1.594549791154602676e-12
8.279999999999999329e-05,-1.595562283351067860e-12
8.299999999999999815e-05,-1.596574775547529610e-12
8.319999999999998946e-05,-1.597587267743998024e-12
8.339999999999999432e-05,-1.598599759940464016e-12
8.359999999999999918e-05,-1.599612252136923948e-12
8.379999999999999049e-05,-1.600624744333388930e-12
8.399999999999999535e-05,-1.601637236529851891e-12
8.420000000000000021e-05,-1.602649728726314651e-12
8.439999999999999152e-05,-1.603662220922778421e-12
8.459999999999999638e-05,-1.604677173984269635e-12
8.480000000000000124e-05,-1.605713817870414400e-12
8.499999999999999255e-05,-1.606750461756554722e-12
8.519999999999999742e-05,-1.607787105642696660e-12
8.540000000000000228e-05,-1.608823749528843243e-12
8.559999999999999359e-05,-1.609860393414986797e-12
8.579999999999999845e-05,-1.610897037301130754e-12
8.599999999999998976e-05,-1.611933681187276529e-12
8.619999999999999462e-05,-1.612970325073416044e-12
8.639999999999999948e-05,-1.614006968959559396e-12
8.659999999999999079e-05,-1.615043612845705372e-12
8.679999999999999565e-05,-1.616080256731847109e-12
8.700000000000000051e-05,-1.617116900617989047e-12
8.719999999999999182e-05,-1.618153544504132398e-12
8.739999999999999668e-05,-1.619190188390271913e-12
8.760000000000000154e-05,-1.620226832276416678e-12
8.779999999999999285e-05,-1.621263476162561645e-12
8.799999999999999771e-05,-1.622300120048706007e-12
8.820000000000000257e-05,-1.623336763934844108e-12
8.839999999999999388e-05,-1.624373407820989681e-12
8.859999999999999874e-05,-1.625410051707132225e-12
8.879999999999999005e-05,-1.626446695593274970e-12
8.899999999999999491e-05,-1.627483339479416908e-12
8.919999999999999978e-05,-1.624812251223206767e-12
