t_s,uy_mass_m
5.119999999999999768e-05,-3.590086604952638895e-08
5.130000000000000011e-05,-3.714823633916016989e-08
5.139999999999999577e-05,-3.740276416016801270e-08
5.149999999999999820e-05,-3.667158733047534039e-08
5.160000000000000063e-05,-3.506143572380889873e-08
5.169999999999999628e-05,-3.266806147934023430e-08
5.179999999999999871e-05,-2.974874092990274361e-08
5.189999999999999437e-05,-2.658465061081905980e-08
5.199999999999999680e-05,-2.348351644772618895e-08
5.209999999999999923e-05,-2.074873484446703361e-08
5.219999999999999488e-05,-1.863204802686250487e-08
5.229999999999999732e-05,-1.734679409379295113e-08
5.239999999999999975e-05,-1.703467580081249573e-08
5.249999999999999540e-05,-1.764143381315253727e-08
5.259999999999999783e-05,-1.918166858761955424e-08
5.270000000000000026e-05,-2.147594881336692446e-08
5.279999999999999592e-05,-2.431176193673221055e-08
5.289999999999999835e-05,-2.740661283787306074e-08
5.300000000000000078e-05,-3.046396603375482189e-08
5.309999999999999643e-05,-3.318422552522934482e-08
5.319999999999999886e-05,-3.531298305721708006e-08
5.329999999999999452e-05,-3.665129896496889555e-08
5.339999999999999695e-05,-3.702105355061177365e-08
5.349999999999999938e-05,-3.649225060566660801e-08
5.359999999999999503e-05,-3.505775046188373926e-08
5.369999999999999746e-05,-3.285961312055737566e-08
5.379999999999999989e-05,-3.010859976413262473e-08
5.389999999999999555e-05,-2.708097193411162358e-08
5.399999999999999798e-05,-2.406688320050240191e-08
5.410000000000000041e-05,-2.136115770907896315e-08
5.419999999999999607e-05,-1.921144640779812194e-08
5.429999999999999850e-05,-1.784548115785947876e-08
5.439999999999999415e-05,-1.740003259153770487e-08
5.449999999999999658e-05,-1.784386925724961241e-08
5.459999999999999901e-05,-1.919315609717334220e-08
5.469999999999999467e-05,-2.129905521925407010e-08
5.479999999999999710e-05,-2.396643093379565941e-08
5.489999999999999953e-05,-2.692653405282120010e-08
5.499999999999999518e-05,-2.989588112470729460e-08
5.509999999999999761e-05,-3.258359588707669693e-08
5.520000000000000004e-05,-3.474454220574970671e-08
5.529999999999999570e-05,-3.614843253951813791e-08
5.539999999999999813e-05,-3.665642413718649869e-08
5.550000000000000056e-05,-3.628979126021908177e-08
5.559999999999999621e-05,-3.503889476180270498e-08
5.569999999999999864e-05,-3.301739496926453663e-08
5.579999999999999430e-05,-3.043476497882773196e-08
5.589999999999999673e-05,-2.754188960819584508e-08
5.599999999999999916e-05,-2.462000665299347505e-08
5.609999999999999481e-05,-2.194591333687623839e-08
5.619999999999999725e-05,-1.978730132094524430e-08
5.629999999999999968e-05,-1.833974039552436136e-08
5.639999999999999533e-05,-1.773647510901293849e-08
5.649999999999999776e-05,-1.807398740978029524e-08
5.660000000000000019e-05,-1.923509279377416191e-08
5.669999999999999585e-05,-2.115998106486696708e-08
5.679999999999999828e-05,-2.365849142178501272e-08
5.690000000000000071e-05,-2.648189245315953029e-08
5.699999999999999636e-05,-2.935623404134320842e-08
5.709999999999999879e-05,-3.200631408414389865e-08
5.719999999999999445e-05,-3.417922612905659719e-08
5.729999999999999688e-05,-3.565872096435217731e-08
5.739999999999999931e-05,-3.630887373881346387e-08
5.749999999999999496e-05,-3.605745440144103048e-08
5.759999999999999739e-05,-3.499340144550605098e-08
5.769999999999999982e-05,-3.314128668024078185e-08
5.779999999999999548e-05,-3.072634382219434148e-08
5.789999999999999791e-05,-2.797150304535975682e-08
5.800000000000000034e-05,-2.514271095331745605e-08
5.809999999999999599e-05,-2.251812112265397965e-08
5.819999999999999843e-05,-2.034624174851256297e-08
5.829999999999999408e-05,-1.883092658113693172e-08
5.839999999999999651e-05,-1.811599788481307898e-08
5.849999999999999894e-05,-1.829320784311187646e-08
5.859999999999999460e-05,-1.928751675423629073e-08
5.869999999999999703e-05,-2.104831450852781880e-08
5.879999999999999946e-05,-2.338174066052022009e-08
5.889999999999999511e-05,-2.606839936265743135e-08
5.899999999999999754e-05,-2.884834896911718210e-08
5.909999999999999997e-05,-3.144917850649919602e-08
5.919999999999999563e-05,-3.362272165953512681e-08
5.929999999999999806e-05,-3.516558115683619118e-08
5.940000000000000049e-05,-3.593377181747563246e-08
5.949999999999999614e-05,-3.582745581189642241e-08
5.959999999999999857e-05,-3.490643831945505055e-08
5.969999999999999423e-05,-3.323921807191012671e-08
5.979999999999999666e-05,-3.098672639968474850e-08
5.989999999999999909e-05,-2.836718218386910821e-08
5.999999999999999474e-05,-2.563879759563546801e-08
6.009999999999999717e-05,-2.306363556148822123e-08
6.019999999999999961e-05,-2.088807905134925835e-08
6.029999999999999526e-05,-1.931937134468308244e-08
6.039999999999999769e-05,-1.850597196988412547e-08
6.050000000000000012e-05,-1.852327284115737469e-08
6.059999999999999578e-05,-1.939016991045132098e-08
6.069999999999999821e-05,-2.095726568078197120e-08
6.080000000000000064e-05,-2.313429764645198775e-08
6.089999999999999629e-05,-2.568544434048406451e-08
6.099999999999999872e-05,-2.836493859797118387e-08
6.109999999999999438e-05,-3.091306856266198595e-08
6.119999999999999681e-05,-3.308750243915550594e-08
6.129999999999999924e-05,-3.468224104801402278e-08
6.140000000000000167e-05,-3.554363932999334700e-08
6.149999999999999055e-05,-3.557371404471690706e-08
6.159999999999999298e-05,-3.480253554862427030e-08
6.169999999999999541e-05,-3.331628711348709639e-08
6.179999999999999784e-05,-3.121846531425172617e-08
6.190000000000000027e-05,-2.873555195571913533e-08
6.200000000000000270e-05,-2.610645398990072172e-08
6.209999999999999158e-05,-2.358671877736040850e-08
6.219999999999999401e-05,-2.141381808805933250e-08
6.229999999999999644e-05,-1.979887699846153469e-08
6.239999999999999887e-05,-1.890076335120717562e-08
6.250000000000000130e-05,-1.879677674754426981e-08
6.260000000000000373e-05,-1.950139109835760409e-08
6.269999999999999261e-05,-2.090729005499691257e-08
